id,trigger,conditions,script,text,options,notes
gaFCProbe3InvestigationStart2,DialogOptionSelected,$option == gaFC_probeInvestigaitonStart2,,"Tangles of inscrutably annotated component icons are highlighted.

""You can see here, and here. A collection of parts from a... a variety of sources."" Tech skims through the holo-model, rapt.

""Some of this is officially restricted Hegemony miltech. And see here? This might be a piece of Tri-Tachyon black hardware...""","gaFC_probeInvestigaitonWrapUp1:""Fascinating. Conclusions?""",
gaFCProbeInvestigaitonWrapUp1,DialogOptionSelected,$option == gaFC_probeInvestigaitonWrapUp1,"$global.gaFC_searchIsirah = true
$global.gaFC_gotIsirahLeadFromProbes = true","""Euh,"" le technicien remarque votre attitude, ""C'est bien. Très bien. On a obtenu une lecture beaucoup plus précise du méta-réseau, ce qui, euh."" Tapotement frénétique sur un TriPad.

""On dirait que... c'est une orbite quelque part dans le système d'Isirah. Celui qui fait fonctionner ces trucs, c'est là que se trouve son récepteur.""","gaFC_probeInvestigaitonWrapUp2:""À quoi ressemblerait ce récepteur ?""",
gaFCProbeInvestigaitonWrapUp2,DialogOptionSelected,$option == gaFC_probeInvestigaitonWrapUp2,,"Votre officier technique réfléchit. ""Ce ne serait pas aussi grand qu'un réseau de communication normal. Il y a une miniaturisation très ingénieuse ici - fragile, certes, mais ça fonctionne si la discrétion est l'objectif. Notre ingénieur semble utiliser des pièces récupérées. Une variété folle de sources. Peut-être pirate ? Mais bien plus sophistiqué.""

""Ça se manifesterait aussi comme une source de neutrinos, comme n'importe quel propulseur de vaisseau ou réacteur civil. Les effets d'hyperonde seraient - enfin, ça ne pourrait pas être placé dans un endroit habité, c'est certain. Donc ce relais de communication hyperonde enverrait un faisceau ciblé vers le récepteur final, probablement. Si on trouvait le relais, on saurait où trouver celui qui se trouve à l'autre bout de ce dispositif.""

Orbite stable, source de neutrinos, inhabité. Le système Isirah. Vous regagnez la passerelle et ordonnez à vos officiers de rejoindre leurs postes.",defaultLeave:Partir,
gaFCProbeInvestigaitonWrapUp3,DialogOptionSelected,$option == gaFC_probeInvestigaitonWrapUp3,"Call $global.gaFC_ref updateStage
DespawnEntity
unset $global.gaFC_probesDone
unset $global.gaFC_discoveredFirstProbe","""The receiver would show up as a neutrino source, just like any starship drive or civilian reactor. The hyperwave effects would be - well, it couldn't be placed somewhere populated, that's for sure. So this hyperwave comm relay would then tightbeam to the final receiver, whoever was listening, presumably. If we found the relay, we would know whoever is at the other end of this thing is nearby.""

Stable orbit, neutrino source, uninhabited. The Isirah system.",defaultLeave:Partir,
,,,,,,
"# gaFC probe, scavenger",,,,,,
gaFCScavengerDefeated,gaFCScavengerDefeated,"$someShipsDestroyed
!$global.gaFC_scavengerDroppedProbe
Call $global.gaFC_ref updateData
$gaFC_stage == FOLLOW_THE_EXPERIMENTS","Call $global.gaFC_ref dropStolenProbe
$gafcProbe_finishedEncounter = true
$global.gaFC_scavengerDroppedProbe = true","Votre officier des senseurs rapporte qu'un conteneur de cargo largué, flottant dans un nuage de débris post-bataille, contient quelque chose correspondant aux spécifications de la cible de mission.",,
#gaFCScavengerEncounter,BeginFleetEncounter,"$gaFCProbe_scavengerPermanentFlag score:1000
!$gafcProbe_encounteredAlready
!$gafcProbe_finishedEncounter
Call $global.gaFC_ref updateData","FleetDesc
AddText ""Vous etes interpelle par le $otherShipOrFleet $faction."" $faction.baseColor
$hailing = true 0",,,
gaFCScavengerGreeting,OpenCommLink,"$entity.gaFCProbe_scavengerPermanentFlag score:1000
Call $global.gaFC_ref updateData
$gaFC_stage == FOLLOW_THE_EXPERIMENTS","MakeOtherFleetImportant gaFC false
# remove important tag from finding empty probe
#Call $entity.gaFC_ref makeUnimportant","Le capitaine récupérateur apparaît en clignotant sur votre écran de communication. ""Salutations. Pardonnez ma présomption, mais j'espère que tout va bien ? C'est un long chemin jusqu'aux mondes du noyau, mon ami, et nous devons veiller les uns sur les autres.""","gaFC_scavengerAsk:""Avez-vous trouvé une sonde appartenant à l'Académie de Galatia ?""
cutCommLink:Couper la comm
",
gaFCScavengerGreetingLeaving,OpenCommLink,"$entity.gaFCProbe_scavengerPermanentFlag score:1000
$gafcProbe_finishedEncounter","ShowDefaultVisual
EndConversation NO_CONTINUE",Le capitaine récupérateur ignore votre demande de communication.,,
gaFCScavengerAsk,DialogOptionSelected,$option == gaFC_scavengerAsk,,"""Je vois."" Le récupérateur détourne le regard pour éviter le vôtre, ""On trouve toutes sortes de choses ici et je ne peux pas vraiment dire si on l'a trouvé ou non. Je devrais, euh, demander à mon évaluateur de vérifier les registres.""

$HeOrShe hausse une épaule, ""Ça pourrait prendre un moment.""","gaFC_scavengerWait:""J'ai tout mon temps.""
gaFC_scavengerBribe:""Peut-être qu'un 'don' pourrait accélérer les choses.""
gaFC_scavengerThreaten:""Je suis autorisé à récupérer les biens de l'Académie — par la force, si nécessaire.""",
gaFCScavengerWait,DialogOptionSelected,$option == gaFC_scavengerWait,,"""Très bien, capitaine. Nous devons de toute façon effectuer quelques réparations mineures. Je ne manquerai pas de transmettre votre préoccupation à mon évaluateur qui, je vous l'assure, fait tout son possible pour retrouver votre, ah, propriété manquante.""

Le récupérateur bascule le flux de communication sur un signal d'attente générique.

Vous ordonnez à votre navigateur de maintenir sa position par rapport à la flotte de récupérateurs, et de surveiller tout comportement suspect.",gaFC_scavengerWait2:Wait,
gaFCScavengerWait2,DialogOptionSelected,$option == gaFC_scavengerWait2,,"Cela ne prend pas longtemps.

Votre officier des communications interrompt votre rêverie avec un cri, ""Capitaine ! Quelque chose dans la soute du vaisseau amiral des récupérateurs vient d'émettre une impulsion de communication à courte portée. Déjà vu ça, le profil correspond à une opération voiliste. Peut-être des pirates.""

Un instant plus tard, le signal d'attente de la communication laisse place au visage paniqué du capitaine des récupérateurs.",gaFC_scavengerWait3:Wait,
gaFCScavengerWait3,DialogOptionSelected,$option == gaFC_scavengerWait3,"AddTextSmall ""Detected ejection of cargo pod"" highlight
Call $global.gaFC_ref dropStolenProbe
$global.gaFC_triggerPatherAmbush = true
#Call $global.gaFC_ref updateStage
MakeOtherFleetGoAway true
MakeOtherFleetNonHostile true
MakeOtherFleetAvoidContact true
$gafcProbe_finishedEncounter = true
$global.gaFC_scavengerDroppedProbe = true","""Vous ne nous avez pas dit que c'était piégé !"" crie $heOrShe en panique, ""Vous auriez dû nous prévenir, vous auriez dû- non, il faut qu'on parte d'ici. Je largue ce truc. Dites-leur que je ne l'ai plus !"" La communication se coupe.

Votre officier tactique rapporte que la flotte de récupérateurs met les moteurs en marche. Et il y a un conteneur de fret ouvert qui dérive. Un scan rapide révèle que le contenu correspond aux composants internes d'une sonde scientifique de l'Académie de Galatia pas tout à fait standard.",cutCommLink:Couper la comm,
gaFCScavengerBribe1,DialogOptionSelected,"$option == gaFC_scavengerBribe
Call $global.gaFC_ref updateData","Highlight $gaFC_bribeCost
DoCanAffordCheck $gaFC_bribeCost gaFC_scavengerBribe2 false","""Oh, eh bien voilà."" Le récupérateur sourit, ""Le temps c'est de l'argent, n'est-ce pas ? Et à des vitesses supraluminiques, mes livres de comptes commencent à faire des choses étranges, ha-ha. Je suis sûr qu'on pourrait mettre plus d'équipage à vérifier les conteneurs de cargo s'il y avait un encouragement... disons $gaFC_bribeCost crédits.""","gaFC_scavengerBribe2:""Je vais transférer ces crédits pour accélérer les choses."" (pot-de-vin)
gaFC_scavengerWait:""En fait, j'ai tout mon temps."" (attendre)
gaFC_scavengerThreaten:""Ne me testez pas. J'utiliserai la force pour récupérer les biens de l'Académie de Galatia si nécessaire.""",
gaFCScavengerBribe2,DialogOptionSelected,$option == gaFC_scavengerBribe2,"RemoveCommodity credits $gaFC_bribeCost
AdjustRepActivePerson COOPERATIVE 10
AdjustRep $faction.id COOPERATIVE 1
Call $global.gaFC_ref dropStolenProbe
MakeOtherFleetGoAway true
MakeOtherFleetNonHostile true
MakeOtherFleetAvoidContact true
$gafcProbe_finishedEncounter = true
$global.gaFC_scavengerDroppedProbe = true","Vous autorisez le transfert de crédits et vous pouvez déterminer le moment exact où il arrive car un large sourire illumine le visage du capitaine des récupérateurs.

""Ravi d'avoir pu faire affaire, capitaine. J'ai ordonné à mon quartier-maître de larguer le conteneur de fret en question, il est donc tout à vous,"" dit le récupérateur avec magnanimité.

""Brûlez bien, capitaine, je suis sûr qu'on se reverra !"" $HeOrShe coupe la communication avant que vous ne puissiez commenter la 'découverte' étonnamment rapide de la sonde de l'Académie de Galatia.",cutCommLinkNoText:Continuer,
gaFCScavengerThreaten1,DialogOptionSelected,$option == gaFC_scavengerThreaten,,"""Je- ah, je vois."" Le récupérateur tapote sur une console et semble réfléchir pendant environ une seconde.

""Oh, tiens donc, on a effectivement trouvé quelque chose avec des marquages de l'Académie de Galatia. Ça a dû m'échapper.""

$HeOrShe vous regarde d'un air accusateur, ""Je l'aurais rendu une fois correctement identifié. Vous auriez pu demander poliment. On doit se serrer les coudes par ici, vous vous souvenez ? Sinon on ne vaut pas mieux que les pirates ou les lèche-bottes de l'Hégémonie.""","gaFC_scavengerThreaten2:""Continuer""",
gaFCScavengerThreaten2,DialogOptionSelected,$option == gaFC_scavengerThreaten2,"AddTextSmall ""Detected ejection of cargo pod"" highlight
AdjustRepActivePerson INHOSPITABLE -20
AdjustRep $faction.id INHOSPITABLE -1
Call $global.gaFC_ref dropStolenProbe
MakeOtherFleetGoAway true
MakeOtherFleetNonHostile true
MakeOtherFleetAvoidContact true
$gafcProbe_finishedEncounter = true
$global.gaFC_scavengerDroppedProbe = true","""J'ai ordonné à mon quartier-maître d'éjecter le conteneur de cargo, donc il est tout à vous,"" dit le récupérateur d'un ton irrité. ""Vol radieux, capitaine... droit dans un astéroïde, pour ce que j'en ai à faire.""

La communication est brusquement coupée.",cutCommLinkNoText:Continuer,
,,,,,,
"# interact with stolen probe
# will drop dialog into appropriate wrap-up",,,,,,
gaFCStolenProbePodStart,OpenInteractionDialog,$tag:gaFC_lootedProbe,"ShowDefaultVisual
FireBest GAFCStolenProbePodStartOption",Une équipe de récupération sécurise rapidement la cible dans votre soute pour que votre équipe technique puisse l'examiner.,,
gaFCStolenProbePodStartOption1,GAFCStolenProbePodStartOption,$global.gaFC_probesDone == 0,,L'équipe technique travaille rapidement et rapporte qu'elle a établi une connexion avec le châssis d'instruments de la sonde.,gaFC_probe1Investigation1:Continuer,
gaFCStolenProbePodStartOption2,GAFCStolenProbePodStartOption,$global.gaFC_probesDone == 1,"$global.gaFC_probesDone++
DespawnEntity","""L'analyse hyperonde n'est pas un processus simplement linéaire,"" explique votre officier technique. ""Il nous faudra encore un jeu de données pour compléter la... hmm, ce n'est pas vraiment de la triangulation, mais vous pouvez le concevoir comme ça si ça vous aide. Euh.""

Il se racle la gorge. ""Capitaine. $PlayerSirOrMadam.""

Vous le congédiez pour qu'il retourne à son travail. Deux sondes de faites, encore une à trouver.",defaultLeave:Partir,
gaFCStolenProbePodStartOption3,GAFCStolenProbePodStartOption,$global.gaFC_probesDone == 2,,"Les schémas de la troisième sonde flottent devant vous dans la salle de briefing. ""Notre bricoleur a été à l'oeuvre,"" explique votre officier technique en mettant en évidence les spécifications spectrales d'un coeur d'hyperpropulsion miniature fortement modifié, ""Ici on retrouve à peu près la même configuration que dans les exemples précédents, mais avec quelques améliorations,"" des enchevêtrements d'icônes de composants aux annotations indéchiffrables sont mis en surbrillance, ""Ici, et ici. Un assemblage bizarre de pièces provenant de sources variées. Certaines sont même du matériel militaire officiellement restreint.""","gaFC_probeInvestigaitonWrapUp1:""Des conclusions ?""",
,,,,,,
"# gaFC probe, Pather ambush",,,,,,
gaFCProbeAmbushEncounter,BeginFleetEncounter,"$gaFC_patherProbeAmbush score:1000
!$encounteredAlready ","FleetDesc
HailPlayer
$encounteredAlready = true",,,
gaFCPatherAmbushGreeting,OpenCommLink,$entity.gaFC_patherProbeAmbush score:1000,"SetStoryOption gaFC_patherAmbushBluff1 general ""Bluffed Pather ambush to scare them away""
Call $entity.gaFC_ref makeUnimportant","La radio crépite et le capitaine voiliste se dresse devant vous, défiant.

""Les profanateurs reviennent ! Vous êtes un esclave de Moloch, un accro au savoir qui vous est interdit. Vous revenez ici entretenir vos oeuvres maléfiques. Et vous osez,"" le Voiliste hurle dans une frénésie, ""Vous osez frapper à la porte du Créateur ! Qui êtes-vous, Galatien ?""

$HeOrShe n'attend pas de réponse, ""Dans la lueur des feux mourants de vos vaisseaux - c'est seulement là que nous chercherons la paix.""","gaFC_patherAmbushTalk:""Parlons-en.""
gaFC_patherAmbushBluff1:""Vous avez raison, je sers bien Moloch..."" (bluff)
cutCommLink:Couper la comm",
gaFCPatherAmbushTalk,DialogOptionSelected,$option == gaFC_patherAmbushTalk,,"""Le temps des paroles a pris fin avec la mort de Ludd ! Montrez maintenant votre foi creuse, Molochien !

La communication se coupe dans une avalanche d'alertes de guerre électronique.",cutCommLink:Couper la comm,
gaFCPatherAmbushBluff1,DialogOptionSelected,$option == gaFC_patherAmbushBluff1,,"""Et vous voyez devant vous l'aboutissement de sa plus grande oeuvre !"" Vous criez et posturez comme un méchant d'opéra, ""Une arme plus belle dans son blasphème que tout ce qui a jamais été vu !""

Vous vous faites calme et menaçant, vous penchant vers le capteur de communication en grondant presque, ""Nous l'appelons le 'Dévoreur d'Ames', et il fait exactement ce que vous pensez - il sépare la pureté de notre corps matériel de l'âme que votre Créateur vous a donnée. Il transforme le soi-disant don de vie humaine de votre Créateur - la servitude humaine ! - en une vie de machines de chair sans foi.""",gaFC_patherAmbushBluff2:Continuer,
gaFCPatherAmbushBluff2,DialogOptionSelected,$option == gaFC_patherAmbushBluff2,,"Vous laissez un lent sourire traverser votre visage, ""Voyez-vous, sans âme, il n'y a ni bien, ni mal, ni foi, ni péché. Nous avons trouvé la vraie liberté.""

""Et bientôt vous nous rejoindrez. Alors, vous verrez aussi avec des yeux non voilés par la 'foi'.""

""Préparez l'arme !"", vous vous levez et criez à votre officier tactique, qui vous dévisage bouche bée. ""Puissance au maximum,"" vous faites un clin d'oeil, espérant qu'il comprenne, ""- pour pouvoir arracher les âmes de tous les êtres humains dans un rayon de trois minutes-lumière !""",gaFC_patherAmbushBluff3:Continuer,
