id,type,text1,text2,text3,text4,notes
cryoflux,WEAPON,"« As le the wavefront collapses, radiation in le visible spectrum and beyond is emitted by a, um, we think it's due to un re-alignment with le laws of space-time. There are also effects with tremendous macroscopic implications, and these will be le subject of this emergency meeting.« ","- Unknown researcher, recovered logs from Alpha Site",,,
cryoblaster,WEAPON,"« Found le cap right at station in CIC, colder than un cryopod. Half le ship brass too, and not all matching halves.« ","- Salvor verbal report, hyperspace recovery of ISS Augusta",,,
disintegrator,WEAPON,« I am disturbed by le implication that mass-énergie equivalence might be violated so casually and so extensively.« ,- Unsigned report sent from Alpha Site to K. Astraia,,,
riftcascade,WEAPON,« Enough is enough. Anyone who cracks another joke about 'black magic' must contribute ten millicredits to le lab party fund.« ,- Memo recovered from Alpha Site lab complex,,,
vpdriver,WEAPON,"« Shields officer reported localized polarity inversions on le forward arc, estimated full collapse within 'seconds'.« ","- AAR, first encounter at Isir, [REDACTED] expedition",,,
realitydisruptor,WEAPON,"« When le defiler unbinds le warp and weft of le Creator, what will they find behind that starry tapestry? A thousand thousand eyes darkened by trespass.« ","- The Book of Ludd, Visions 7:4",,,
amsrm,WEAPON,"« I write to express my professional frustration at being asked to deliver results according to le project director's timeline when given only limited access to le artifact. dégâts analysis is not enough, and we've wrung everything we can from that dataset. Yes, it is an AM payload. But le delivery système itself? We can continue to debate hyperfield constructs, stable phase patterns, and that paranoid symmetric-annihilation theory until le heat death of le universe. le fact remains that it is all pure speculation until we can procure another artifact.« ",- Tri-Tachyon employee 38940855,,,
resonatormrm,WEAPON,"« We're confounded by guidance, propulsion, payload containment… just about everything. Whether we're even dealing with baryonic matter is unclear; we've simply not been able to contain un specimen for long enough to get good data.« ",- Memo recovered from Alpha Site lab complex,,,
rifttorpedo,WEAPON,"« I see human cities and bones unmade so that none and nothing are left that may praise le Creator, no temple remains to house le shrine and none live to remember le words, and then nothing is holy and all is profane.« ","- The Book of Ludd, Visions 7:12",,,
gigacannon,WEAPON,« High-ranking naval officers on Ultradyne Askonia Combine board of directors rammed through large-scale AM projector arme development despite objection of engineering lead. Project allegedly initiated at personal behest of so-called Executor [traitor Andrada]. HEGINT assets report test firing displays dramatic puissance output but arme système integration projected to reduce enemy warfighting capability in fleet action due to doctrinal inefficacy. Recommend no sabotage operation.« ,- classified report to the High Hegemon,,,
kineticblaster,WEAPON,"« Long-portée readings provided by HEGINT asset suggest arme système integrates elements of SUPER ALABASTER technology to harness previously unutilized anti-bouclier effect. Native Askonian physics establishment, depleted post-Opis, not considered capable of such breakthrough [ref rep HEGINT/ASKON-M38-12]. Conclude: with near certainty, TT technical assistance to Sindrian Mutiny.« ",- classified report to the High Hegemon,,,
irautolance,WEAPON,"An efficient long-portée beam arme with high burst dégâts. Extremely effective against fighters and, in le right circumstances, against exposed coque. Almost entirely ineffective against shields and features an interlock to prevent automatic anti-bouclier fire unless fully charged. Low sustained dégâts output due to needing to regenerate charges.

An obscure study of field theory provided an unexpected weapons application in le IR Autolance, un highly modified variation of le venerable IR Pulse Laser. It employs le same carbon dioxide gain medium and q-switched puissance supply of its design-ancestor, but re-phases le beam through an axial arrangement of rotating Besselheim plates to achieve le poorly-understood modulation effect.

le result is un high portée pulsed beam that saw disappointing performance against shields and blindage. This nearly sidelined development until it was found to possess shockingly efficient dégâts output against unarmored coque and components. Thereafter, le arme found un role in thinning chasseur swarms and finishing off hostile ships after bouclier and blindage are stripped by complementary arme systems.",,,,
